datasetid,title,citation,DOI,licence,accessconstraint,abstract,description,contact,include,complete,theme,keyword
659,Cefas02 - Structure of sublittoral nematode assemblages at four offshore stations around the UK,"Schratzberger, M. (1999). Structure of sublittoral nematode assemblages at four offshore stations around the UK. Centre for Environment, Fisheries and Aquaculture Science (CEFAS), UK.",NA,Attribution (CC BY),NA,This dataset represents a subset of data collected from offshore locations around England and Wales under the auspices of the National Marine Monitoring Programme (NMMP).,This subset comprises nematode data and a number of environmental variables for four stations.,Michaela Schratzberger,F,NA,"Biology , Benthos , Ecology - biodiversity","Meiobenthos , Monitoring , Offshore , Sublittoral zone"
660,Cefas03 - Impacts of experimental trawling disturbance on nematode communities,"Schratzberger, M. (2000). Impacts of experimental trawling disturbance on nematode communities. Centre for Environment, Fisheries and Aquaculture Science (CEFAS), UK.",NA,Attribution (CC BY),NA,Experiment on the short-term effects of beam trawling in the Southern North Sea.,"A BACI experimental approach was used to investigate the short-term effects of beam trawling on the diversity, biomass and community structure of meiofauna on real fishing grounds in the Southern North Sea. The dataset includes meiofauna species counts from two locations sampled once before and twice post-trawling.",Michaela Schratzberger,F,NA,"Biology , Benthos , Ecology - biodiversity","Experimenteel onderzoek , Meiobenthos , Trawling , Verstoring van het ecosysteem"
661,Cefas04 - Impacts of chronic trawling disturbance on nematode communities,"Schratzberger, M. (2000). Impacts of chronic trawling disturbance on nematode communities. Centre for Environment, Fisheries and Aquaculture Science (CEFAS), UK.",NA,Attribution (CC BY),NA,An impact study was conducted on fishing grounds in the Silver Pit (central North Sea).,The aim of the data collection was to assess the response of meiofaunal nematode communities to chronic trawling disturbance.,Michaela Schratzberger,F,NA,"Biology , Benthos , Ecology - biodiversity","Impact , Meiobenthos , Verstoring van het ecosysteem"
662,Cefas05 - Structure of nematode communities in the southwestern North Sea,"Schratzberger, M. (2000). Structure of nematode communities in the south western North Sea. Centre for Environment, Fisheries and Aquaculture Science (CEFAS), UK.",NA,Attribution (CC BY),NA,This dataset provides information on the species composition and abundance of North Sea meiobenthic nematode assemblages,"The meiobenthic nematode assemblages are studied in relation to a suite of environmental variables, biogeographical factors and potential anthropogenic impacts that determine the distribution of community types. Since nematodes had not yet been studied in detail in this region, the data provided novel insights into the relationship between nematode patterns and those of other faunal group in the study area.",Michaela Schratzberger,F,NA,"Biology , Benthos , Ecology - biodiversity","Meiobenthos , Populatiestructuur"
663,Free-living marine nematodes from the Southern Bight of the North Sea,"Vincx, M. (1984). Free-living marine nematodes from the Southern Bight of the North Sea. Ghent University, Department of Biology, Marine Biology Section (MARBIOL), Belgium.",NA,Attribution (CC BY),,"The nematode communities from 102 stations in the Southern Bight of the North Sea, sampled between 1972 and 1984, are examined. On the whole, 456 species, belonging to 159 genera and 37 families were found.","In the framework of a PhD thesis, data were collected on the nematode community of the Southern Bight of the North Sea, with the focus on both ecological and taxonomical matters.",Magda Vincx,F,NA,"Biology , Benthos , Ecology - biodiversity","Ecologie , Free-living marine nematodes , Meiobenthos , Nematoden , Taxonomie"
664,Free-living nematodes of the Voordelta,"Vanreusel, A. (1985). Free-living nematodes of the Voordelta. Ghent University, Department of Biology, Marine Biology Section (MARBIOL), Belgium.",NA,Attribution (CC BY),,"Data collected from this PhD study form part of a global research project, aiming to evaluate the effect of the Delta works on the Dutch Delta ecosystem.",This dataset focuses on inventorying the nematode communities found in the Voordelta and to evaluate their stability over time,Ann Vanreusel,F,NA,"Biology , Benthos , Ecology - biodiversity","Inventarissen , Meiobenthos , Nematoden"
671,Free-living nematodes in a brackish tidal flat of the Westerschelde,"Jian, L. (1992). Free-living nematodes in a brackish tidal flat of the Westerschelde. Ghent University, Department of Biology, Marine Biology Section (MARBIOL), Belgium.",NA,Attribution (CC BY),,"Data were collected in the framework of a Msc. Thesis. The objective was to compare the horizontal distribution of meiofaunal parameters among several scales,by using statistical methods.",NA,Li Jian,F,NA,"Biology , Benthos , Ecology - biodiversity","Free-living nematodes , Meiobenthos , Meiofauna , Modellering , Nematoden , Temporele variatie"
691,Nematode data from the Firth of Clyde (Scotland),"Lambshead, J. (1978). Nematode data from the Firth of Clyde (Scotland). Natural History Museum (NHM), UK.",NA,Attribution (CC BY),,"The general aim of this dataset was to investigate aspects of the practical potential of nematodes as pollution monitoring organisms. To this end, six stations with different scales of contamination were sampled for nematodes and compared.",NA,P John D Lambshead,F,NA,"Biology , Benthos , Ecology - biodiversity","Meiobenthos , Meiofauna , Nematode , Pollutiemonitoring"
692,Marine records from Pembrokeshire Marine Species Atlas,"Dale Rostron. Marine records from Pembrokeshire Marine Species Atlas. Countryside Council for Wales, Gwynedd, UK. https://doi.org/10.15468/42yudm",https://doi.org/10.15468/42yudm,Attribution (CC BY),,"An atlas of marine species for Pembrokeshire including flora and fauna, intertidal and sublittoral data, funded by the Counytryside Council for Wales (CCW). It is a collation of data from various CCW and third party sources (both published and unpublished) that cover Pembrokeshire, held within 79 surveys. This is a historical collation which is not being updated. The data includes all records from the Dale Fort Marine Fauna survey plus additional data from subsequent and prior surveys. Data that are included in the MNCR database have been excluded from this dataset to avoid duplication.","The data is historic and Natural Resources Wales cannot guarantee its accuracy or validity. However, those data which were collated by Dale Rostron under contract to CCW (1997) was subject to basic validation, including the checking of all positional information against appropriate maps/charts.",,F,NA,"Biology , Benthos , Ecology - biodiversity , Invertebrates , Macroalgae","Algen , Benthos , Biodiversiteit , Historical records , Macrobenthos"
698,Offshore nematodes from Rame and in microcosm experiment (exposure to metals),"McEvoy, A. & Austen, M. (1996). Offshore nematodes from Rame (UK) and in microcosm experiment (exposure to metals). Plymouth Marine Laboratory (PML), UK.",NA,Attribution (CC BY),,"Experimental data - nematode data from microcosms dosed with three levels of contaminants (Cu, Zn, Cd,Pb) plus controls and initial field samples.",A microcosm experiment was carried out to determine the effect of four heavy metals on offshore meiobenthic nematode communities. Both field and experimental data are available.,Andrea McEvoy,F,NA,"Biology , Benthos , Ecology - biodiversity","Meiobenthos , Nematode"
699,Nematodes of the Plymouth Sound,"Somerfield, P.J. (1994). Nematodes of the Plymouth Sound. Plymouth Marine Laboratory (PML), UK.",NA,Attribution (CC BY),,Nematodes were collected using four different collection methods at two sites with contrasting sediment types. The aim was to assess differences between samplers by looking at the variation in nematode community structure.,NA,Andrea McEvoy,F,NA,"Biology , Benthos , Ecology - biodiversity","Meiobenthos , Sampling methods , Sedimentmonsters"
